target_D,series_code,x,y,count,marker_size,aggregate_sha256
0.25,0,4.0973210981354132e-10,6.878599123088089e-05,6,0.69090815370097203,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.0973210981354132e-10,0.00012956866975170203,24,1.1318163074019441,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.0973210981354132e-10,0.00024406190680419812,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,7.7179151558501274e-10,0.00012956866975170203,27,1.1853074360871938,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,7.7179151558501274e-10,0.00024406190680419812,19,1.0346018098373213,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,7.7179151558501274e-10,0.00045972698853087276,2,0.5045584412271571,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.4537843856076637e-09,0.00012956866975170203,9,0.79000000000000004,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.4537843856076637e-09,0.00024406190680419812,43,1.43033893437436,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.4537843856076637e-09,0.00045972698853087276,7,0.72623523599162632,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.7384196342643613e-09,0.00024406190680419812,40,1.3884199576606167,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.7384196342643613e-09,0.00045972698853087276,49,1.51,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.7384196342643613e-09,0.00086596432336006712,5,0.65249223594996208,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,5.158221650723061e-09,0.00024406190680419812,4,0.60999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,5.158221650723061e-09,0.00045972698853087276,64,1.6899999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,5.158221650723061e-09,0.00086596432336006712,48,1.4970765814495914,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,5.158221650723061e-09,0.0016311729092278429,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,5.158221650723061e-09,0.038681205463305328,3,0.56176914536239786,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.00045972698853087276,23,1.1132496741962894,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.00086596432336006712,90,1.9576299364909249,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.0016311729092278429,51,1.5354571171377129,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.0030725573652674513,9,0.79000000000000004,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.038681205463305328,9681,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,9.7162795157710774e-09,0.072861817451322891,199,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.00045972698853087276,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.00086596432336006712,65,1.7012063946937388,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.0016311729092278429,117,2.196997688750554,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.0030725573652674513,58,1.6208391590555036,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.0057876198834912081,10,0.81920997883030833,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.020535250264571502,476,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.038681205463305328,27055,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.8302061063110566e-08,0.072861817451322891,915,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.00086596432336006712,8,0.75911688245431419,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.0016311729092278429,114,2.1718740853656362,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.0030725573652674513,167,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.0057876198834912081,97,2.0227944043232986,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.01090184492385129,33,1.284021276376845,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.020535250264571502,1914,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.038681205463305328,11055,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,3.4474660657314978e-08,0.072861817451322891,5379,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.0016311729092278429,31,1.2521975853094038,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.0030725573652674513,190,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.0057876198834912081,274,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.01090184492385129,257,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.020535250264571502,1980,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.038681205463305328,7509,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,6.4938163157621203e-08,0.072861817451322891,3161,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.0016311729092278429,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.0030725573652674513,58,1.6208391590555036,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.0057876198834912081,311,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.01090184492385129,578,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.020535250264571502,1207,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.038681205463305328,3049,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.2232071190499325e-07,0.072861817451322891,4918,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.0030725573652674513,7,0.72623523599162632,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.0057876198834912081,102,2.0679108889051738,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.01090184492385129,428,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.020535250264571502,837,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.038681205463305328,2174,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,2.304092976055847e-07,0.072861817451322891,963,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.3401026364474396e-07,0.0057876198834912081,10,0.81920997883030833,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.3401026364474396e-07,0.01090184492385129,166,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.3401026364474396e-07,0.020535250264571502,430,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.3401026364474396e-07,0.038681205463305328,593,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,4.3401026364474396e-07,0.072861817451322891,4,0.60999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,8.1752303794365096e-07,0.01090184492385129,15,0.947137002317335,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,8.1752303794365096e-07,0.020535250264571502,89,1.9481166037701885,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,8.1752303794365096e-07,0.038681205463305328,43,1.43033893437436,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.5399265260594936e-06,0.020535250264571502,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,0,1.5399265260594936e-06,0.038681205463305328,2,0.5045584412271571,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,5.158221650723061e-09,5.158221650723061e-09,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,9.7162795157710774e-09,9.7162795157710774e-09,338,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,9.7162795157710774e-09,1.8302061063110566e-08,670,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,1.8302061063110566e-08,1.8302061063110566e-08,2125,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,1.8302061063110566e-08,3.4474660657314978e-08,743,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,1.8302061063110566e-08,6.4938163157621203e-08,1,0.42999999999999999,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,3.4474660657314978e-08,3.4474660657314978e-08,1274,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,3.4474660657314978e-08,6.4938163157621203e-08,631,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,6.4938163157621203e-08,6.4938163157621203e-08,1017,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,6.4938163157621203e-08,1.2232071190499325e-07,328,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,1.2232071190499325e-07,1.2232071190499325e-07,775,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,1.2232071190499325e-07,2.304092976055847e-07,265,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,2.304092976055847e-07,2.304092976055847e-07,379,2.5,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,2.304092976055847e-07,4.3401026364474396e-07,67,1.723363498937041,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,4.3401026364474396e-07,4.3401026364474396e-07,117,2.196997688750554,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,4.3401026364474396e-07,8.1752303794365096e-07,2,0.5045584412271571,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
0.25,1,8.1752303794365096e-07,8.1752303794365096e-07,17,0.99215901261117889,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
